2020-06-17T05:07:27.603Z,2020-06-12T19:43:26.667Z,379440936
2020-06-17T05:07:27.637Z,2020-06-12T19:43:53.695Z,379413942
2020-06-17T05:07:27.668Z,2020-06-12T19:43:27.668Z,379440000
2020-06-17T05:07:27.702Z,2020-06-12T19:43:54.667Z,379413035
2020-06-17T05:07:27.735Z,2020-06-12T19:43:28.667Z,379439068
2020-06-17T05:07:27.767Z,2020-06-12T19:43:55.667Z,379412100
2020-06-17T05:07:27.803Z,2020-06-12T19:43:29.667Z,379438136
2020-06-17T05:07:27.836Z,2020-06-12T19:43:56.668Z,379411168
2020-06-17T05:07:27.868Z,2020-06-12T19:43:30.668Z,379437200
2020-06-17T05:07:27.899Z,2020-06-12T19:43:57.668Z,379410231
2020-06-17T05:07:27.931Z,2020-06-12T19:43:31.667Z,379436264
2020-06-17T05:07:27.961Z,2020-06-12T19:43:58.667Z,379409294
2020-06-17T05:07:27.991Z,2020-06-12T19:43:32.667Z,379435324
2020-06-17T05:07:28.023Z,2020-06-12T19:43:59.678Z,379408345
2020-06-17T05:07:28.053Z,2020-06-12T19:43:33.669Z,379434384
2020-06-17T05:07:28.083Z,2020-06-12T19:44:00.667Z,379407416
2020-06-17T05:07:28.118Z,2020-06-12T19:43:34.667Z,379433451
2020-06-17T05:07:28.150Z,2020-06-12T19:44:01.671Z,379406479
2020-06-17T05:07:28.187Z,2020-06-12T19:43:35.668Z,379432519
2020-06-17T05:07:28.226Z,2020-06-12T19:44:02.668Z,379405558
2020-06-17T05:07:28.262Z,2020-06-12T19:43:36.667Z,379431595
2020-06-17T05:07:28.295Z,2020-06-12T19:44:03.674Z,379404621
2020-06-17T05:07:28.335Z,2020-06-12T19:43:37.684Z,379430651
2020-06-17T05:07:28.374Z,2020-06-12T19:44:04.667Z,379403707
2020-06-17T05:07:28.412Z,2020-06-12T19:43:38.670Z,379429742
2020-06-17T05:07:28.448Z,2020-06-12T19:44:05.668Z,379402780
2020-06-17T05:07:28.479Z,2020-06-12T19:43:39.673Z,379428806
2020-06-17T05:07:28.509Z,2020-06-12T19:44:06.669Z,379401840
2020-06-17T05:07:28.539Z,2020-06-12T19:43:40.668Z,379427871
2020-06-17T05:07:28.572Z,2020-06-12T19:44:07.685Z,379400887
2020-06-17T05:07:28.606Z,2020-06-12T19:43:41.669Z,379426937
2020-06-17T05:07:28.641Z,2020-06-12T19:44:08.667Z,379399974
2020-06-17T05:07:28.674Z,2020-06-12T19:43:42.668Z,379426006
2020-06-17T05:07:28.705Z,2020-06-12T19:44:09.668Z,379399037
2020-06-17T05:07:28.735Z,2020-06-12T19:43:43.823Z,379424912
2020-06-17T05:07:28.766Z,2020-06-12T19:43:44.668Z,379424098
2020-06-17T05:07:28.796Z,2020-06-12T19:44:10.667Z,379398129
2020-06-17T05:07:28.828Z,2020-06-12T19:43:45.668Z,379423160
2020-06-17T05:07:28.859Z,2020-06-12T19:44:11.668Z,379397191
2020-06-17T05:07:28.891Z,2020-06-12T19:43:46.669Z,379422222
2020-06-17T05:07:28.924Z,2020-06-12T19:44:12.668Z,379396256
2020-06-17T05:07:28.957Z,2020-06-12T19:43:47.672Z,379421285
2020-06-17T05:07:28.988Z,2020-06-12T19:44:13.669Z,379395319
2020-06-17T05:07:29.020Z,2020-06-12T19:43:48.667Z,379420353
2020-06-17T05:07:29.053Z,2020-06-12T19:44:14.667Z,379394386
2020-06-17T05:07:29.086Z,2020-06-12T19:43:49.668Z,379419418
2020-06-17T05:07:29.119Z,2020-06-12T19:44:15.669Z,379393450
2020-06-17T05:07:29.153Z,2020-06-12T19:43:50.668Z,379418485
2020-06-17T05:07:29.187Z,2020-06-12T19:44:16.682Z,379392505
2020-06-17T05:07:29.221Z,2020-06-12T19:43:51.673Z,379417548
2020-06-17T05:07:29.259Z,2020-06-12T19:44:17.667Z,379391592
2020-06-17T05:07:29.297Z,2020-06-12T19:43:52.667Z,379416630
2020-06-17T05:07:29.334Z,2020-06-12T19:44:18.668Z,379390666
2020-06-17T05:07:29.372Z,2020-06-12T19:43:53.695Z,379415677
2020-06-17T05:07:29.407Z,2020-06-12T19:44:19.668Z,379389739
2020-06-17T05:07:29.442Z,2020-06-12T19:43:54.667Z,379414775
2020-06-17T05:07:29.481Z,2020-06-12T19:44:20.671Z,379388810
2020-06-17T05:07:29.519Z,2020-06-12T19:43:55.667Z,379413852
2020-06-17T05:07:29.558Z,2020-06-12T19:44:21.667Z,379387891
2020-06-17T05:07:29.602Z,2020-06-12T19:43:56.668Z,379412934
2020-06-17T05:07:29.643Z,2020-06-12T19:44:22.667Z,379386976
2020-06-17T05:07:29.679Z,2020-06-12T19:43:57.668Z,379412011
2020-06-17T05:07:29.713Z,2020-06-12T19:44:23.667Z,379386046
2020-06-17T05:07:29.752Z,2020-06-12T19:43:58.667Z,379411085
2020-06-17T05:07:29.791Z,2020-06-12T19:44:24.685Z,379385106
2020-06-17T05:07:29.830Z,2020-06-12T19:43:59.678Z,379410152
2020-06-17T05:07:29.872Z,2020-06-12T19:44:25.668Z,379384204
2020-06-17T05:07:29.912Z,2020-06-12T19:44:00.667Z,379409245
2020-06-17T05:07:29.950Z,2020-06-12T19:44:26.667Z,379383283
2020-06-17T05:07:29.991Z,2020-06-12T19:44:01.671Z,379408320
2020-06-17T05:07:30.028Z,2020-06-12T19:44:27.668Z,379382360
2020-06-17T05:07:30.066Z,2020-06-12T19:44:02.668Z,379407398
2020-06-17T05:07:30.105Z,2020-06-12T19:44:28.668Z,379381437
2020-06-17T05:07:30.142Z,2020-06-12T19:44:03.674Z,379406468
2020-06-17T05:07:30.183Z,2020-06-12T19:44:29.674Z,379380509
2020-06-17T05:07:30.220Z,2020-06-12T19:44:04.667Z,379405553
2020-06-17T05:07:30.256Z,2020-06-12T19:44:30.667Z,379379589
2020-06-17T05:07:30.293Z,2020-06-12T19:44:05.668Z,379404625
2020-06-17T05:07:30.337Z,2020-06-12T19:44:31.667Z,379378670
2020-06-17T05:07:30.379Z,2020-06-12T19:44:06.669Z,379403710
2020-06-17T05:07:30.421Z,2020-06-12T19:44:32.679Z,379377742
2020-06-17T05:07:30.460Z,2020-06-12T19:44:07.685Z,379402775
2020-06-17T05:07:30.499Z,2020-06-12T19:44:33.765Z,379376734
2020-06-17T05:07:30.538Z,2020-06-12T19:44:08.667Z,379401871
2020-06-17T05:07:30.576Z,2020-06-12T19:44:34.667Z,379375909
2020-06-17T05:07:30.617Z,2020-06-12T19:44:09.668Z,379400949
2020-06-17T05:07:30.656Z,2020-06-12T19:44:35.667Z,379374989
2020-06-17T05:07:30.692Z,2020-06-12T19:44:10.667Z,379400025
2020-06-17T05:07:30.729Z,2020-06-12T19:44:36.667Z,379374062
2020-06-17T05:07:30.765Z,2020-06-12T19:44:11.668Z,379399097
2020-06-17T05:07:30.803Z,2020-06-12T19:44:37.668Z,379373135
2020-06-17T05:07:30.842Z,2020-06-12T19:44:12.668Z,379398174
2020-06-17T05:07:30.883Z,2020-06-12T19:44:38.668Z,379372215
2020-06-17T05:07:30.934Z,2020-06-12T19:44:13.669Z,379397265
2020-06-17T05:07:30.972Z,2020-06-12T19:44:39.668Z,379371304
2020-06-17T05:07:31.011Z,2020-06-12T19:44:14.667Z,379396344
2020-06-17T05:07:31.049Z,2020-06-12T19:44:40.667Z,379370382
2020-06-17T05:07:31.088Z,2020-06-12T19:44:15.669Z,379395419
2020-06-17T05:07:31.127Z,2020-06-12T19:44:41.667Z,379369460
2020-06-17T05:07:31.163Z,2020-06-12T19:44:16.682Z,379394481
2020-06-17T05:07:31.199Z,2020-06-12T19:44:42.667Z,379368532
2020-06-17T05:07:31.235Z,2020-06-12T19:44:17.667Z,379393568
2020-06-17T05:07:31.272Z,2020-06-12T19:44:43.687Z,379367585
2020-06-17T05:07:31.309Z,2020-06-12T19:44:18.668Z,379392641
2020-06-17T05:07:31.344Z,2020-06-12T19:44:44.667Z,379366677
2020-06-17T05:07:31.384Z,2020-06-12T19:44:19.668Z,379391716
2020-06-17T05:07:31.422Z,2020-06-12T19:44:45.668Z,379365754
2020-06-17T05:07:31.448Z,2020-06-12T19:44:20.671Z,379390777
2020-06-17T05:07:31.475Z,2020-06-12T19:44:46.668Z,379364807
2020-06-17T05:07:31.502Z,2020-06-12T19:44:21.667Z,379389835
2020-06-17T05:07:31.529Z,2020-06-12T19:44:47.668Z,379363861
2020-06-17T05:07:31.557Z,2020-06-12T19:44:22.667Z,379388890
2020-06-17T05:07:31.584Z,2020-06-12T19:44:48.666Z,379362918
2020-06-17T05:07:31.612Z,2020-06-12T19:44:23.667Z,379387945
2020-06-17T05:07:31.643Z,2020-06-12T19:44:24.685Z,379386958
2020-06-17T05:07:31.671Z,2020-06-12T19:44:25.668Z,379386003
2020-06-17T05:07:31.700Z,2020-06-12T19:44:26.667Z,379385033
2020-06-17T05:07:31.728Z,2020-06-12T19:44:27.668Z,379384060
2020-06-17T05:07:31.757Z,2020-06-12T19:44:28.668Z,379383089
2020-06-17T05:07:31.786Z,2020-06-12T19:44:29.674Z,379382112
2020-06-17T05:07:31.814Z,2020-06-12T19:44:30.667Z,379381147
2020-06-17T05:07:31.841Z,2020-06-12T19:44:31.667Z,379380174
2020-06-17T05:07:31.870Z,2020-06-12T19:44:32.679Z,379379191
2020-06-17T05:07:31.898Z,2020-06-12T19:44:33.765Z,379378133
2020-06-17T05:07:31.925Z,2020-06-12T19:44:34.667Z,379377258
2020-06-17T05:07:31.968Z,2020-06-12T19:44:35.667Z,379376301
2020-06-17T05:07:31.994Z,2020-06-12T19:44:36.667Z,379375327
2020-06-17T05:07:32.021Z,2020-06-12T19:44:37.668Z,379374353
2020-06-17T05:07:32.047Z,2020-06-12T19:44:38.668Z,379373379
2020-06-17T05:07:32.074Z,2020-06-12T19:44:39.668Z,379372406
2020-06-17T05:07:32.100Z,2020-06-12T19:44:40.667Z,379371433
2020-06-17T05:07:32.126Z,2020-06-12T19:44:41.667Z,379370459
2020-06-17T05:07:32.152Z,2020-06-12T19:44:42.667Z,379369485
2020-06-17T05:07:32.180Z,2020-06-12T19:44:43.687Z,379368493
2020-06-17T05:07:32.209Z,2020-06-12T19:44:44.667Z,379367542
2020-06-17T05:07:32.238Z,2020-06-12T19:44:45.668Z,379366570
2020-06-17T05:07:32.265Z,2020-06-12T19:40:18.668Z,379633597
2020-06-17T05:07:32.292Z,2020-06-12T19:44:46.668Z,379365624
2020-06-17T05:07:32.320Z,2020-06-12T19:40:19.667Z,379632653
2020-06-17T05:07:32.350Z,2020-06-12T19:44:47.668Z,379364682
2020-06-17T05:07:32.381Z,2020-06-12T19:40:20.684Z,379631697
2020-06-17T05:07:32.410Z,2020-06-12T19:44:48.666Z,379363744
2020-06-17T05:07:32.439Z,2020-06-12T19:40:21.673Z,379630766
2020-06-17T05:07:32.471Z,2020-06-12T19:44:49.681Z,379362790
2020-06-17T05:07:32.502Z,2020-06-12T19:40:22.668Z,379629834
2020-06-17T05:07:32.531Z,2020-06-12T19:40:23.667Z,379628864
2020-06-17T05:07:32.567Z,2020-06-12T19:40:24.667Z,379627900
2020-06-17T05:07:32.598Z,2020-06-12T19:40:25.669Z,379626929
2020-06-17T05:07:32.629Z,2020-06-12T19:40:26.672Z,379625957
2020-06-17T05:07:32.662Z,2020-06-12T19:40:27.672Z,379624990
2020-06-17T05:07:32.691Z,2020-06-12T19:40:28.667Z,379624024
2020-06-17T05:07:32.729Z,2020-06-12T19:40:29.682Z,379623047
2020-06-17T05:07:32.760Z,2020-06-12T19:40:30.668Z,379622092
2020-06-17T05:07:32.789Z,2020-06-12T19:40:31.667Z,379621122
2020-06-17T05:07:32.819Z,2020-06-12T19:40:32.668Z,379620151
2020-06-17T05:07:32.850Z,2020-06-12T19:40:33.667Z,379619183
2020-06-17T05:07:32.884Z,2020-06-12T19:40:34.667Z,379618217
2020-06-17T05:07:32.916Z,2020-06-12T19:40:35.668Z,379617248
2020-06-17T05:07:32.954Z,2020-06-12T19:40:36.668Z,379616286
2020-06-17T05:07:32.986Z,2020-06-12T19:40:37.667Z,379615319
2020-06-17T05:07:33.022Z,2020-06-12T19:40:38.668Z,379614354
2020-06-17T05:07:33.061Z,2020-06-12T19:40:39.702Z,379613359
2020-06-17T05:07:33.097Z,2020-06-12T19:40:40.667Z,379612430
2020-06-17T05:07:33.132Z,2020-06-12T19:40:41.687Z,379611445
2020-06-17T05:07:33.168Z,2020-06-12T19:40:42.668Z,379610500
2020-06-17T05:07:33.202Z,2020-06-12T19:40:43.693Z,379609509
2020-06-17T05:07:33.236Z,2020-06-12T19:40:44.668Z,379608568
2020-06-17T05:07:33.274Z,2020-06-12T19:40:45.668Z,379607606
2020-06-17T05:07:33.314Z,2020-06-12T19:40:46.668Z,379606646
2020-06-17T05:07:33.351Z,2020-06-12T19:40:47.668Z,379605683
2020-06-17T05:07:33.392Z,2020-06-12T19:40:48.667Z,379604725
2020-06-17T05:07:33.431Z,2020-06-12T19:40:49.668Z,379603763
2020-06-17T05:07:33.467Z,2020-06-12T19:40:50.668Z,379602799
2020-06-17T05:07:33.499Z,2020-06-12T19:40:51.668Z,379601831
2020-06-17T05:07:33.536Z,2020-06-12T19:40:52.667Z,379600869
2020-06-17T05:07:33.572Z,2020-06-12T19:40:53.672Z,379599900
2020-06-17T05:07:33.607Z,2020-06-12T19:40:54.668Z,379598939
2020-06-17T05:07:33.644Z,2020-06-12T19:42:14.680Z,379518964
2020-06-17T05:07:33.675Z,2020-06-12T19:40:55.668Z,379598007
2020-06-17T05:07:33.706Z,2020-06-12T19:42:15.668Z,379518038
2020-06-17T05:07:33.739Z,2020-06-12T19:42:16.667Z,379517072
2020-06-17T05:07:33.771Z,2020-06-12T19:40:56.668Z,379597103
2020-06-17T05:07:33.803Z,2020-06-12T19:42:17.668Z,379516135
2020-06-17T05:07:33.835Z,2020-06-12T19:40:57.667Z,379596168
2020-06-17T05:07:33.869Z,2020-06-12T19:42:18.668Z,379515201
2020-06-17T05:07:33.902Z,2020-06-12T19:40:58.667Z,379595235
2020-06-17T05:07:33.935Z,2020-06-12T19:42:19.689Z,379514246
2020-06-17T05:07:33.966Z,2020-06-12T19:40:59.668Z,379594298
2020-06-17T05:07:33.994Z,2020-06-12T19:42:20.673Z,379513321
2020-06-17T05:07:34.025Z,2020-06-12T19:41:00.668Z,379593357
2020-06-17T05:07:34.057Z,2020-06-12T19:42:21.674Z,379512383
2020-06-17T05:07:34.089Z,2020-06-12T19:41:01.668Z,379592421
2020-06-17T05:07:34.119Z,2020-06-12T19:42:22.668Z,379511451
2020-06-17T05:07:34.148Z,2020-06-12T19:41:02.668Z,379591480
2020-06-17T05:07:34.179Z,2020-06-12T19:42:23.683Z,379510496
2020-06-17T05:07:34.208Z,2020-06-12T19:41:03.693Z,379590515
2020-06-17T05:07:34.238Z,2020-06-12T19:42:24.668Z,379509570
2020-06-17T05:07:34.269Z,2020-06-12T19:41:04.671Z,379589598
2020-06-17T05:07:34.298Z,2020-06-12T19:42:25.668Z,379508630
2020-06-17T05:07:34.327Z,2020-06-12T19:41:05.668Z,379588659
2020-06-17T05:07:34.357Z,2020-06-12T19:42:26.668Z,379507689
2020-06-17T05:07:34.386Z,2020-06-12T19:41:06.668Z,379587718
2020-06-17T05:07:34.414Z,2020-06-12T19:42:27.668Z,379506746
2020-06-17T05:07:34.441Z,2020-06-12T19:41:07.667Z,379586774
2020-06-17T05:07:34.469Z,2020-06-12T19:42:28.668Z,379505801
2020-06-17T05:07:34.496Z,2020-06-12T19:41:08.668Z,379585828
2020-06-17T05:07:34.525Z,2020-06-12T19:42:29.668Z,379504857
2020-06-17T05:07:34.552Z,2020-06-12T19:41:09.667Z,379584885
2020-06-17T05:07:34.580Z,2020-06-12T19:42:30.669Z,379503911
2020-06-17T05:07:34.609Z,2020-06-12T19:41:10.670Z,379583939
2020-06-17T05:07:34.637Z,2020-06-12T19:42:31.668Z,379502969
2020-06-17T05:07:34.664Z,2020-06-12T19:41:11.668Z,379582996
2020-06-17T05:07:34.691Z,2020-06-12T19:42:32.668Z,379502023
2020-06-17T05:07:34.718Z,2020-06-12T19:41:12.669Z,379582049
2020-06-17T05:07:34.746Z,2020-06-12T19:42:33.668Z,379501078
2020-06-17T05:07:34.773Z,2020-06-12T19:42:34.682Z,379500091
2020-06-17T05:07:34.799Z,2020-06-12T19:41:13.684Z,379581115
2020-06-17T05:07:34.826Z,2020-06-12T19:42:35.668Z,379499158
2020-06-17T05:07:34.854Z,2020-06-12T19:41:14.667Z,379580187
2020-06-17T05:07:34.882Z,2020-06-12T19:42:36.680Z,379498202
2020-06-17T05:07:34.910Z,2020-06-12T19:41:15.668Z,379579242
2020-06-17T05:07:34.937Z,2020-06-12T19:42:37.672Z,379497265
2020-06-17T05:07:34.964Z,2020-06-12T19:41:16.667Z,379578297
2020-06-17T05:07:34.991Z,2020-06-12T19:42:38.673Z,379496318
2020-06-17T05:07:35.017Z,2020-06-12T19:41:17.667Z,379577350
2020-06-17T05:07:35.044Z,2020-06-12T19:42:39.668Z,379495376
2020-06-17T05:07:35.077Z,2020-06-12T19:41:18.668Z,379576409
2020-06-17T05:07:35.104Z,2020-06-12T19:42:40.670Z,379494434
2020-06-17T05:07:35.130Z,2020-06-12T19:41:19.667Z,379575463
2020-06-17T05:07:35.156Z,2020-06-12T19:42:41.671Z,379493485
2020-06-17T05:07:35.183Z,2020-06-12T19:41:20.668Z,379574515
2020-06-17T05:07:35.209Z,2020-06-12T19:42:42.668Z,379492541
2020-06-17T05:07:35.235Z,2020-06-12T19:41:21.667Z,379573568
2020-06-17T05:07:35.261Z,2020-06-12T19:42:43.678Z,379491583
2020-06-17T05:07:35.289Z,2020-06-12T19:41:22.668Z,379572621
2020-06-17T05:07:35.317Z,2020-06-12T19:42:44.679Z,379490638
2020-06-17T05:07:35.344Z,2020-06-12T19:41:23.671Z,379571673
2020-06-17T05:07:35.373Z,2020-06-12T19:42:45.667Z,379489706
2020-06-17T05:07:35.401Z,2020-06-12T19:41:24.668Z,379570733
2020-06-17T05:07:35.429Z,2020-06-12T19:42:46.667Z,379488762
2020-06-17T05:07:35.459Z,2020-06-12T19:41:25.667Z,379569792
2020-06-17T05:07:35.489Z,2020-06-12T19:42:47.667Z,379487822
2020-06-17T05:07:35.520Z,2020-06-12T19:41:26.668Z,379568852
2020-06-17T05:07:35.550Z,2020-06-12T19:41:27.668Z,379567882
2020-06-17T05:07:35.581Z,2020-06-12T19:42:48.668Z,379486913
2020-06-17T05:07:35.611Z,2020-06-12T19:41:28.668Z,379566943
2020-06-17T05:07:35.642Z,2020-06-12T19:42:49.667Z,379485975
2020-06-17T05:07:35.678Z,2020-06-12T19:41:29.668Z,379566010
2020-06-17T05:07:35.711Z,2020-06-12T19:42:50.667Z,379485044
2020-06-17T05:07:35.741Z,2020-06-12T19:41:30.668Z,379565073
2020-06-17T05:07:35.775Z,2020-06-12T19:42:51.668Z,379484107
2020-06-17T05:07:35.807Z,2020-06-12T19:41:31.668Z,379564139
2020-06-17T05:07:35.842Z,2020-06-12T19:42:52.669Z,379483173
2020-06-17T05:07:35.878Z,2020-06-12T19:41:32.667Z,379563211
2020-06-17T05:07:35.909Z,2020-06-12T19:42:53.675Z,379482234
2020-06-17T05:07:35.941Z,2020-06-12T19:41:33.673Z,379562268
2020-06-17T05:07:35.971Z,2020-06-12T19:42:54.668Z,379481303
2020-06-17T05:07:36.002Z,2020-06-12T19:41:34.668Z,379561334
2020-06-17T05:07:36.033Z,2020-06-12T19:42:55.668Z,379480365
2020-06-17T05:07:36.065Z,2020-06-12T19:41:35.669Z,379560396
2020-06-17T05:07:36.096Z,2020-06-12T19:42:56.668Z,379479428
2020-06-17T05:07:36.128Z,2020-06-12T19:41:36.668Z,379559460
2020-06-17T05:07:36.158Z,2020-06-12T19:41:37.668Z,379558490
2020-06-17T05:07:36.190Z,2020-06-12T19:42:57.667Z,379478523
2020-06-17T05:07:36.222Z,2020-06-12T19:41:38.669Z,379557553
2020-06-17T05:07:36.252Z,2020-06-12T19:42:58.667Z,379477585
2020-06-17T05:07:36.281Z,2020-06-12T19:41:39.668Z,379556613
2020-06-17T05:07:36.311Z,2020-06-12T19:42:59.667Z,379476644
2020-06-17T05:07:36.343Z,2020-06-12T19:41:40.667Z,379555676
2020-06-17T05:07:36.375Z,2020-06-12T19:43:00.667Z,379475708
2020-06-17T05:07:36.405Z,2020-06-12T19:41:41.668Z,379554737
2020-06-17T05:07:36.437Z,2020-06-12T19:43:01.668Z,379474769
2020-06-17T05:07:36.471Z,2020-06-12T19:41:42.668Z,379553803
2020-06-17T05:07:36.506Z,2020-06-12T19:43:02.668Z,379473838
2020-06-17T05:07:36.541Z,2020-06-12T19:41:43.670Z,379552871
2020-06-17T05:07:36.575Z,2020-06-12T19:43:03.673Z,379472902
2020-06-17T05:07:36.608Z,2020-06-12T19:41:44.668Z,379551940
2020-06-17T05:07:36.640Z,2020-06-12T19:43:04.668Z,379471972
2020-06-17T05:07:36.674Z,2020-06-12T19:41:45.671Z,379551003
2020-06-17T05:07:36.704Z,2020-06-12T19:43:05.667Z,379471037
2020-06-17T05:07:36.743Z,2020-06-12T19:41:46.668Z,379550075
2020-06-17T05:07:36.784Z,2020-06-12T19:43:06.668Z,379470116
2020-06-17T05:07:36.829Z,2020-06-12T19:41:47.668Z,379549161
2020-06-17T05:07:36.887Z,2020-06-12T19:43:07.668Z,379469219
2020-06-17T05:07:36.926Z,2020-06-12T19:41:48.670Z,379548256
2020-06-17T05:07:36.967Z,2020-06-12T19:43:08.667Z,379468300
2020-06-17T05:07:37.002Z,2020-06-12T19:41:49.669Z,379547333
2020-06-17T05:07:37.035Z,2020-06-12T19:43:09.696Z,379467339
2020-06-17T05:07:37.069Z,2020-06-12T19:41:50.668Z,379546401
2020-06-17T05:07:37.102Z,2020-06-12T19:43:10.667Z,379466435
2020-06-17T05:07:37.136Z,2020-06-12T19:41:51.667Z,379545469
2020-06-17T05:07:37.168Z,2020-06-12T19:43:11.668Z,379465500
2020-06-17T05:07:37.203Z,2020-06-12T19:41:52.667Z,379544536
2020-06-17T05:07:37.235Z,2020-06-12T19:43:12.668Z,379464567
2020-06-17T05:07:37.268Z,2020-06-12T19:41:53.707Z,379543561
2020-06-17T05:07:37.300Z,2020-06-12T19:43:13.669Z,379463631
2020-06-17T05:07:37.333Z,2020-06-12T19:41:54.669Z,379542664
2020-06-17T05:07:37.365Z,2020-06-12T19:43:14.668Z,379462697
2020-06-17T05:07:37.395Z,2020-06-12T19:41:55.668Z,379541727
2020-06-17T05:07:37.425Z,2020-06-12T19:43:15.668Z,379461757
2020-06-17T05:07:37.455Z,2020-06-12T19:41:56.668Z,379540787
2020-06-17T05:07:37.487Z,2020-06-12T19:43:16.667Z,379460820
2020-06-17T05:07:37.519Z,2020-06-12T19:41:57.668Z,379539851
2020-06-17T05:07:37.550Z,2020-06-12T19:43:17.668Z,379459882
2020-06-17T05:07:37.582Z,2020-06-12T19:41:58.669Z,379538913
2020-06-17T05:07:37.611Z,2020-06-12T19:43:18.669Z,379458942
2020-06-17T05:07:37.642Z,2020-06-12T19:41:59.668Z,379537974
2020-06-17T05:07:37.670Z,2020-06-12T19:43:19.668Z,379458002
2020-06-17T05:07:37.699Z,2020-06-12T19:42:00.673Z,379537026
2020-06-17T05:07:37.729Z,2020-06-12T19:43:20.667Z,379457062
2020-06-17T05:07:37.759Z,2020-06-12T19:42:01.667Z,379536092
2020-06-17T05:07:37.792Z,2020-06-12T19:43:21.687Z,379456105
2020-06-17T05:07:37.825Z,2020-06-12T19:42:02.667Z,379535158
2020-06-17T05:07:37.858Z,2020-06-12T19:43:22.668Z,379455190
2020-06-17T05:07:37.894Z,2020-06-12T19:42:03.686Z,379534208
2020-06-17T05:07:37.928Z,2020-06-12T19:43:23.681Z,379454247
2020-06-17T05:07:37.959Z,2020-06-12T19:42:04.668Z,379533291
2020-06-17T05:07:37.991Z,2020-06-12T19:43:24.667Z,379453324
2020-06-17T05:07:38.024Z,2020-06-12T19:42:05.667Z,379532357
2020-06-17T05:07:38.055Z,2020-06-12T19:43:25.667Z,379452388
2020-06-17T05:07:38.086Z,2020-06-12T19:42:06.667Z,379531419
2020-06-17T05:07:38.117Z,2020-06-12T19:43:26.667Z,379451450
2020-06-17T05:07:38.147Z,2020-06-12T19:42:07.668Z,379530479
2020-06-17T05:07:38.177Z,2020-06-12T19:43:27.668Z,379450509
2020-06-17T05:07:38.209Z,2020-06-12T19:42:08.670Z,379529539
2020-06-17T05:07:38.238Z,2020-06-12T19:43:28.667Z,379449571
2020-06-17T05:07:38.268Z,2020-06-12T19:42:09.668Z,379528600
2020-06-17T05:07:38.298Z,2020-06-12T19:43:29.667Z,379448631
2020-06-17T05:07:38.329Z,2020-06-12T19:42:10.667Z,379527662
2020-06-17T05:07:38.362Z,2020-06-12T19:43:30.668Z,379447694
2020-06-17T05:07:38.393Z,2020-06-12T19:42:11.671Z,379526722
2020-06-17T05:07:38.425Z,2020-06-12T19:43:31.667Z,379446758
2020-06-17T05:07:38.456Z,2020-06-12T19:42:12.667Z,379525789
2020-06-17T05:07:38.488Z,2020-06-12T19:43:32.667Z,379445821
2020-06-17T05:07:38.520Z,2020-06-12T19:42:13.699Z,379524821
2020-06-17T05:07:38.551Z,2020-06-12T19:43:33.669Z,379444882
2020-06-17T05:07:38.582Z,2020-06-12T19:42:14.680Z,379523902
2020-06-17T05:07:38.615Z,2020-06-12T19:43:34.667Z,379443948
2020-06-17T05:07:38.651Z,2020-06-12T19:42:15.668Z,379522983
2020-06-17T05:07:38.684Z,2020-06-12T19:43:35.668Z,379443016
